date,chrome_android-version,chrome_android-interop-2023-events,chrome_android-interop-2024-layout,chrome_android-interop-2025-anchor-positioning,chrome_android-interop-2025-backdrop-filter,chrome_android-interop-2025-core-web-vitals,chrome_android-interop-2025-details,chrome_android-interop-2025-modules,chrome_android-interop-2025-navigation,chrome_android-interop-2025-remove-mutation-events,chrome_android-interop-2025-scope,chrome_android-interop-2025-scrollend,chrome_android-interop-2025-storageaccess,chrome_android-interop-2025-textdecoration,chrome_android-interop-2025-urlpattern,chrome_android-interop-2025-view-transitions,chrome_android-interop-2025-webassembly,chrome_android-interop-2025-webcompat,chrome_android-interop-2025-webrtc,chrome_android-interop-2025-writingmodes,firefox_android-version,firefox_android-interop-2023-events,firefox_android-interop-2024-layout,firefox_android-interop-2025-anchor-positioning,firefox_android-interop-2025-backdrop-filter,firefox_android-interop-2025-core-web-vitals,firefox_android-interop-2025-details,firefox_android-interop-2025-modules,firefox_android-interop-2025-navigation,firefox_android-interop-2025-remove-mutation-events,firefox_android-interop-2025-scope,firefox_android-interop-2025-scrollend,firefox_android-interop-2025-storageaccess,firefox_android-interop-2025-textdecoration,firefox_android-interop-2025-urlpattern,firefox_android-interop-2025-view-transitions,firefox_android-interop-2025-webassembly,firefox_android-interop-2025-webcompat,firefox_android-interop-2025-webrtc,firefox_android-interop-2025-writingmodes,interop-interop-2023-events,interop-interop-2024-layout,interop-interop-2025-anchor-positioning,interop-interop-2025-backdrop-filter,interop-interop-2025-core-web-vitals,interop-interop-2025-details,interop-interop-2025-modules,interop-interop-2025-navigation,interop-interop-2025-remove-mutation-events,interop-interop-2025-scope,interop-interop-2025-scrollend,interop-interop-2025-storageaccess,interop-interop-2025-textdecoration,interop-interop-2025-urlpattern,interop-interop-2025-view-transitions,interop-interop-2025-webassembly,interop-interop-2025-webcompat,interop-interop-2025-webrtc,interop-interop-2025-writingmodes,revision,metadata-revision
2025-11-27T23:18:22.899000+00:00,144.0.7551.0,940,763,745,362,940,1000,833,985,1000,965,964,886,937,666,244,1000,863,238,485,147.0a1-nightly,988,358,527,130,990,456,1000,863,1000,862,964,1000,1000,998,194,1000,536,1000,160,928,349,513,130,939,456,833,848,1000,862,928,886,937,665,194,1000,412,238,160,cb6907a22b2454b7e0def6ede8fa23f7a2c2080b,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-11-29T01:04:42.310000+00:00,144.0.7553.0,964,765,754,362,931,1000,833,992,1000,965,1000,897,1000,750,240,1000,863,238,485,147.0a1-nightly,988,358,527,130,990,456,1000,861,1000,862,964,988,1000,998,194,1000,536,1000,160,952,351,516,130,930,456,833,853,1000,862,964,886,1000,748,190,1000,412,238,160,3a2402822007826e89a1dc4fd5534977cccd1753,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-03T00:25:06.321000+00:00,145.0.7560.0,964,764,750,362,965,1000,833,987,1000,965,964,897,1000,666,244,1000,863,238,485,147.0a1-nightly,988,358,509,130,981,456,1000,873,1000,862,964,977,1000,998,194,1000,536,1000,160,952,350,497,130,956,456,833,861,1000,862,928,897,1000,665,194,1000,412,238,160,e57f6118fbcc894871f8a1bacb429bf09eb24e44,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-04T00:59:45.076000+00:00,145.0.7561.0,964,767,758,362,957,1000,800,995,1000,965,1000,897,1000,750,240,1000,863,238,479,147.0a1-nightly,988,358,509,130,982,456,1000,873,1000,862,964,1000,1000,998,194,1000,536,1000,161,952,352,502,130,948,456,800,868,1000,862,964,897,1000,748,190,1000,412,238,155,da7949d56aa984606eafdd1720c568e8dd293227,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-04T23:33:52.431000+00:00,145.0.7564.0,916,769,754,362,948,1000,833,992,1000,965,964,897,1000,750,244,1000,863,238,485,147.0a1-nightly,988,358,516,130,974,456,1000,904,1000,862,964,954,1000,998,194,1000,524,1000,160,904,355,505,130,931,456,833,896,1000,862,928,863,1000,748,194,1000,400,238,160,a9cc67ed3c97410ad427eeb0cdfb2baea7bb644c,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-07T01:05:10.461000+00:00,145.0.7567.0,916,768,757,362,957,1000,833,987,1000,931,964,897,937,666,244,1000,863,238,485,147.0a1-nightly,988,358,525,130,974,456,1000,904,1000,862,964,988,1000,998,194,1000,536,1000,160,904,354,517,130,939,456,833,896,1000,827,928,897,937,665,194,1000,412,238,160,d9042b75ba609e8b75631326922698c2c9b5a167,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-07T10:32:01.645000+00:00,145.0.7568.0,916,765,754,362,948,1000,833,989,1000,965,1000,897,1000,666,244,1000,863,238,485,147.0a1-nightly,988,358,525,130,982,456,1000,906,1000,862,964,1000,1000,998,194,1000,536,1000,162,904,351,514,130,939,456,833,896,1000,862,964,897,1000,665,194,1000,412,238,162,80ed8d69998715745747a35cb5f90eada9adacfd,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-10T00:27:42.629000+00:00,145.0.7572.0,964,766,749,362,965,978,833,987,1000,965,1000,897,1000,750,240,1000,863,238,485,148.0a1-nightly,988,358,529,130,982,456,1000,906,1000,862,964,977,1000,998,198,1000,536,1000,160,952,352,521,130,956,434,833,894,1000,862,964,897,1000,748,190,1000,412,238,160,e40be92b57e67ddcda46aac38a58e9780059e11a,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-12T02:59:50.404000+00:00,145.0.7576.0,940,765,741,362,965,1000,833,992,1000,965,1000,897,1000,750,240,1000,863,238,485,148.0a1-nightly,988,358,530,130,974,456,1000,906,1000,862,964,1000,1000,998,194,1000,536,1000,161,928,350,511,130,948,456,833,899,1000,862,964,897,1000,748,190,1000,412,238,161,4cfb01f028e9629a00d39f9b31de4282953205df,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-13T01:39:24.416000+00:00,145.0.7578.0,940,764,744,362,957,1000,833,992,1000,965,1000,897,1000,666,244,916,863,238,485,148.0a1-nightly,988,358,530,130,982,456,1000,912,1000,862,964,943,1000,998,194,1000,536,1000,160,928,350,514,130,948,456,833,904,1000,862,964,875,1000,665,194,916,412,238,160,6868b09c4e59c3ef9d222f791f5649b4437f73d9,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-13T06:24:56.142000+00:00,145.0.7578.0,940,766,753,362,957,1000,833,992,1000,931,964,897,1000,750,244,1000,863,238,485,148.0a1-nightly,988,358,530,130,982,456,1000,913,1000,862,964,965,1000,998,194,1000,536,1000,160,928,351,519,130,948,456,833,906,1000,827,928,897,1000,748,194,1000,412,238,160,1b23e54b99cbc0c799eead92bea41f010a954ba1,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-14T22:14:02.996000+00:00,145.0.7578.0,964,764,757,362,957,1000,833,994,1000,965,892,852,937,750,240,1000,863,238,485,148.0a1-nightly,988,358,530,130,982,456,1000,913,1000,862,964,988,1000,998,194,1000,524,1000,160,952,350,523,130,948,456,833,908,1000,862,857,852,937,748,190,1000,400,238,160,456a709fe9089ca9cfa3ef815b64c3552fcb0f49,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-16T02:01:14.497000+00:00,145.0.7580.0,964,764,741,362,948,1000,833,989,1000,965,928,897,1000,750,244,1000,863,238,479,148.0a1-nightly,988,358,530,130,990,456,1000,913,1000,862,964,965,1000,998,194,1000,536,1000,161,952,350,507,130,947,456,833,903,1000,862,892,886,1000,748,194,1000,412,238,161,b35a13361418271fd35cdaa84700fff2ef84a77c,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-19T01:58:08.785000+00:00,145.0.7586.0,916,767,745,362,948,1000,833,989,1000,965,928,897,1000,750,244,1000,863,238,485,148.0a1-nightly,988,358,530,130,990,456,1000,913,1000,862,964,965,1000,998,194,1000,536,1000,160,904,354,511,130,947,456,833,903,1000,862,892,875,1000,748,194,1000,412,238,160,62263b789bce82b4dd0e6250a2c8b84ec82ce446,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-20T22:18:13.157000+00:00,145.0.7590.0,916,766,749,362,948,1000,833,987,1000,965,892,897,1000,750,244,1000,863,238,485,148.0a1-nightly,988,358,547,130,990,456,1000,911,1000,862,964,977,1000,998,194,1000,536,1000,161,904,352,536,130,947,456,833,898,1000,862,857,897,1000,748,194,1000,412,238,161,4c3501d15f30c97b02c4375164a8258539c07a84,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-21T12:38:19.256000+00:00,145.0.7592.0,940,765,753,362,957,1000,833,984,1000,965,964,897,875,750,244,1000,863,238,485,148.0a1-nightly,988,358,547,130,981,456,1000,913,1000,862,964,988,1000,998,194,1000,536,1000,160,928,351,536,130,947,456,833,898,1000,862,928,897,875,748,194,1000,412,238,160,8ccef0c765a54aea5e2a1cde0d169a85d7e282c5,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-23T00:45:01.745000+00:00,145.0.7594.0,964,767,753,362,957,1000,833,987,1000,931,928,897,937,750,232,1000,863,238,485,148.0a1-nightly,988,358,547,130,990,456,1000,913,1000,862,964,1000,1000,998,194,1000,536,1000,160,952,353,536,130,956,456,833,901,1000,827,892,897,937,748,183,1000,412,238,160,b142a76f0ffffbc95b9053f30dacb2a4737e7f6a,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-23T22:31:56.776000+00:00,145.0.7596.0,916,766,745,362,940,1000,833,987,1000,965,1000,852,1000,750,240,916,863,238,485,148.0a1-nightly,988,358,560,130,990,456,1000,911,1000,862,964,988,1000,998,194,1000,536,1000,161,904,352,542,130,939,456,833,898,1000,862,964,852,1000,748,190,916,412,238,161,fae291ef55a6871a9f7836e30eff5f4271ba3954,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-25T00:29:18.784000+00:00,145.0.7598.0,964,767,757,362,948,1000,833,984,1000,965,1000,897,1000,750,244,1000,863,238,485,148.0a1-nightly,988,358,560,130,981,456,1000,913,1000,862,964,988,1000,998,194,1000,536,1000,160,952,353,553,130,939,456,833,900,1000,862,964,897,1000,748,194,1000,412,238,160,e5b1595d0befb5b3986865b99524290c4435b449,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-26T19:04:18.758000+00:00,145.0.7602.0,964,770,751,362,957,1000,833,987,1000,965,928,897,937,750,240,1000,863,238,479,148.0a1-nightly,988,358,560,130,981,456,1000,913,1000,862,964,1000,1000,998,194,1000,536,1000,161,952,356,546,130,947,456,833,900,1000,862,892,897,937,748,190,1000,412,238,155,3bddeaf2bd7cda236fb3ffbe743a50f363b03fa2,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-27T19:13:51.799000+00:00,145.0.7604.0,940,768,757,362,965,1000,833,992,1000,965,1000,852,1000,750,244,1000,863,238,485,148.0a1-nightly,988,358,581,130,973,456,1000,913,1000,862,964,988,1000,998,194,1000,536,1000,161,928,353,575,130,947,456,833,906,1000,862,964,852,1000,748,194,1000,412,238,161,c66446bdbc7af7ebb1d3370a12632d46b2994868,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-28T07:58:21.340000+00:00,145.0.7606.0,964,764,749,362,948,1000,800,989,1000,896,1000,897,937,750,240,916,863,238,485,148.0a1-nightly,988,358,581,130,990,456,1000,913,1000,862,964,965,1000,998,194,1000,536,1000,160,952,350,566,130,947,456,800,906,1000,793,964,875,937,748,190,916,412,238,160,cfb14991790b45b4162d98dc1fed4a43349afcd0,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-30T02:42:22.971000+00:00,145.0.7609.0,964,764,753,362,948,1000,833,987,1000,965,1000,897,1000,750,244,1000,863,238,485,148.0a1-nightly,988,358,581,130,990,456,1000,913,1000,862,964,965,1000,998,194,1000,536,1000,161,952,350,570,130,947,456,833,900,1000,862,964,875,1000,748,194,1000,412,238,161,a94b364692b80c5cc02634dcb7e4935c76d0ebd7,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-31T00:33:23.078000+00:00,145.0.7610.0,940,768,753,362,957,1000,833,989,1000,965,964,897,1000,750,244,1000,863,238,485,148.0a1-nightly,988,358,581,130,981,456,1000,913,1000,862,964,988,1000,998,194,1000,536,1000,160,928,354,570,130,947,456,833,903,1000,862,928,897,1000,748,194,1000,412,238,160,84553be4d7b9564c676033adbe183d1a665bca35,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-12-31T22:33:04.988000+00:00,145.0.7612.0,932,767,745,362,940,1000,833,989,1000,965,1000,897,1000,750,244,1000,863,155,485,148.0a1-nightly,988,358,593,130,990,456,1000,913,1000,862,964,1000,1000,998,194,1000,536,1000,160,920,353,573,130,939,456,833,903,1000,862,964,897,1000,748,194,1000,412,155,160,f1edffe3511493e684402fdfed42433e79374d55,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2026-01-02T00:11:27.159000+00:00,145.0.7612.0,964,767,753,362,957,1000,833,984,1000,965,1000,897,937,750,240,1000,863,238,485,148.0a1-nightly,988,358,593,130,990,456,1000,913,1000,862,964,988,1000,998,194,1000,536,1000,160,952,353,582,130,956,456,833,900,1000,862,964,897,937,748,190,1000,412,238,160,45d2e012e2cc42233c0c435db5386077a4d01655,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2026-01-02T23:37:57.653000+00:00,145.0.7614.0,892,766,753,362,948,1000,833,994,1000,965,928,897,1000,750,236,1000,863,238,485,148.0a1-nightly,988,358,593,130,981,456,1000,913,1000,862,964,977,1000,998,194,1000,536,1000,162,880,352,586,130,939,456,833,908,1000,862,892,886,1000,748,187,1000,412,238,162,a42db9e46752075ec312a19e2593d91d2ec9a79c,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2026-01-06T01:10:06.273000+00:00,145.0.7618.0,916,763,745,362,957,1000,833,987,1000,965,964,897,1000,750,244,1000,851,217,485,148.0a1-nightly,988,358,595,130,981,456,1000,913,1000,862,964,977,1000,998,194,1000,536,978,161,904,349,575,130,947,456,833,903,1000,862,928,886,1000,748,194,1000,412,217,161,bff636b3365ad6927a2d3701cc38290cd019fd71,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2026-01-09T02:09:30.372000+00:00,145.0.7624.0,904,766,757,362,948,1000,833,992,1000,965,1000,897,1000,666,244,1000,863,155,485,148.0a1-nightly,988,358,601,130,990,456,1000,919,1000,862,964,965,1000,998,194,1000,536,916,161,892,352,594,130,947,456,833,911,1000,862,964,875,1000,665,194,1000,412,169,161,2a9061a3aa5af58d163fb0f5480e16c562381577,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2026-01-10T02:30:37.791000+00:00,145.0.7626.0,940,766,753,362,957,1000,833,994,1000,931,1000,897,1000,750,244,1000,863,155,485,148.0a1-nightly,988,358,605,130,990,456,1000,924,1000,862,964,988,1000,998,194,1000,536,916,160,928,352,594,130,956,456,833,919,1000,827,964,897,1000,748,194,1000,412,169,160,55d804dbf9fe00cf81ed886cd859627aa78e80a7,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2026-01-10T07:21:56.300000+00:00,145.0.7628.0,964,764,753,362,965,1000,833,992,1000,965,964,897,1000,750,240,1000,863,155,485,148.0a1-nightly,988,358,605,130,990,456,1000,916,1000,862,964,977,1000,998,194,1000,536,916,160,952,350,598,130,964,456,833,908,1000,862,928,886,1000,748,190,1000,412,169,160,1770757ed2b592d3602223de209135aa713c59b4,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2026-01-12T00:42:43.705000+00:00,145.0.7630.0,964,765,749,362,931,1000,833,989,1000,965,964,897,1000,750,240,1000,863,155,485,148.0a1-nightly,988,358,605,130,981,456,1000,916,1000,862,964,1000,1000,998,194,1000,536,916,160,952,350,590,130,921,456,833,906,1000,862,928,897,1000,748,190,1000,412,169,160,3b90ad8e89ee7e99fd10e7623628ed037f71f64d,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2026-01-13T02:58:58.278000+00:00,145.0.7632.0,904,767,745,362,957,1000,833,994,1000,965,964,897,1000,750,236,1000,863,238,485,149.0a1-nightly,988,358,605,130,990,456,1000,919,1000,862,964,988,1000,998,194,1000,536,1000,160,892,353,586,130,956,456,833,913,1000,862,928,897,1000,748,187,1000,412,238,160,6bbd5cae114cd982ddb3811ba21fa86e55876c4e,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2026-01-16T00:19:15.090000+00:00,146.0.7637.0,964,765,757,362,957,1000,833,994,1000,965,1000,897,1000,666,240,1000,863,238,485,149.0a1-nightly,978,358,603,130,981,456,1000,924,1000,862,964,965,1000,998,194,1000,536,1000,162,943,351,598,130,947,456,833,919,1000,862,964,886,1000,665,190,1000,412,238,162,e813da76f6887911427bb7cc1ce15032cfe65882,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
